Indicador;Sexo;Mes;L;M;S
altura;F;172;1.0;160.5643;0.04314
altura;F;173;1.0;160.7332;0.04307
altura;F;174;1.0;160.8927;0.04299
altura;F;175;1.0;161.043;0.04292
altura;F;176;1.0;161.1845;0.04284
altura;F;177;1.0;161.3176;0.04277
altura;F;178;1.0;161.4425;0.0427
altura;F;179;1.0;161.5596;0.04263
altura;F;180;1.0;161.6692;0.04255
altura;F;181;1.0;161.7717;0.04248
altura;F;182;1.0;161.8673;0.04241
altura;F;183;1.0;161.9564;0.04235
altura;F;184;1.0;162.0393;0.04228
altura;F;185;1.0;162.1164;0.04221
altura;F;186;1.0;162.188;0.04214
altura;F;187;1.0;162.2542;0.04208
altura;F;188;1.0;162.3154;0.04201
altura;F;189;1.0;162.3719;0.04195
altura;F;190;1.0;162.4239;0.04189
altura;F;191;1.0;162.4717;0.04182
altura;F;192;1.0;162.5156;0.04176
altura;F;193;1.0;162.556;0.0417
altura;F;194;1.0;162.5933;0.04164
altura;F;195;1.0;162.6276;0.04158
altura;F;196;1.0;162.6594;0.04152
altura;F;197;1.0;162.689;0.04147
altura;F;198;1.0;162.7165;0.04141
altura;F;199;1.0;162.7425;0.04136
altura;F;200;1.0;162.767;0.0413
altura;F;201;1.0;162.7904;0.04125
altura;F;202;1.0;162.8126;0.04119
altura;F;203;1.0;162.834;0.04114
altura;F;204;1.0;162.8545;0.04109
altura;F;205;1.0;162.8743;0.04104
altura;F;206;1.0;162.8935;0.04099
altura;F;207;1.0;162.912;0.04094
altura;F;208;1.0;162.93;0.04089
altura;F;209;1.0;162.9476;0.04084
altura;F;210;1.0;162.9649;0.0408
altura;F;211;1.0;162.9817;0.04075
altura;F;212;1.0;162.9983;0.04071
altura;F;213;1.0;163.0144;0.04066
altura;F;214;1.0;163.03;0.04062
altura;F;215;1.0;163.0451;0.04058
altura;F;216;1.0;163.0595;0.04053
altura;F;217;1.0;163.0733;0.04049
altura;F;218;1.0;163.0862;0.04045
altura;F;219;1.0;163.0982;0.04041
altura;F;220;1.0;163.1092;0.04037
altura;F;221;1.0;163.1192;0.04034
altura;F;222;1.0;163.1279;0.0403
altura;F;223;1.0;163.1355;0.04026
altura;F;224;1.0;163.1418;0.04023
altura;F;225;1.0;163.1469;0.04019
altura;F;226;1.0;163.1508;0.04016
altura;F;227;1.0;163.1534;0.04012
altura;F;228;1.0;163.1548;0.04009
imc;M;61;-0.7387;15.2641;0.0839
imc;M;62;-0.7621;15.2616;0.08414
imc;M;63;-0.7856;15.2604;0.08439
imc;M;64;-0.8089;15.2605;0.08464
imc;M;65;-0.8322;15.2619;0.0849
imc;M;66;-0.8554;15.2645;0.08516
imc;M;67;-0.8785;15.2684;0.08543
imc;M;68;-0.9015;15.2737;0.0857
imc;M;69;-0.9243;15.2801;0.08597
imc;M;70;-0.9471;15.2877;0.08625
imc;M;71;-0.9697;15.2965;0.08653
imc;M;72;-0.9921;15.3062;0.08682
imc;M;73;-1.0144;15.3169;0.08711
imc;M;74;-1.0365;15.3285;0.08741
imc;M;75;-1.0584;15.3408;0.08771
imc;M;76;-1.0801;15.354;0.08802
imc;M;77;-1.1017;15.3679;0.08833
imc;M;78;-1.123;15.3825;0.08865
imc;M;79;-1.1441;15.3978;0.08898
imc;M;80;-1.1649;15.4137;0.08931
imc;M;81;-1.1856;15.4302;0.08964
imc;M;82;-1.206;15.4473;0.08998
imc;M;83;-1.2261;15.465;0.09033
imc;M;84;-1.246;15.4832;0.09068
imc;M;85;-1.2656;15.5019;0.09103
imc;M;86;-1.2849;15.521;0.09139
imc;M;87;-1.304;15.5407;0.09176
imc;M;88;-1.3228;15.5608;0.09213
imc;M;89;-1.3414;15.5814;0.09251
imc;M;90;-1.3596;15.6023;0.09289
imc;M;91;-1.3776;15.6237;0.09327
imc;M;92;-1.3953;15.6455;0.09366
imc;M;93;-1.4126;15.6677;0.09406
imc;M;94;-1.4297;15.6903;0.09445
imc;M;95;-1.4464;15.7133;0.09486
imc;M;96;-1.4629;15.7368;0.09526
imc;M;97;-1.479;15.7606;0.09567
imc;M;98;-1.4947;15.7848;0.09609
imc;M;99;-1.5101;15.8094;0.09651
imc;M;100;-1.5252;15.8344;0.09693
imc;M;101;-1.5399;15.8597;0.09735
imc;M;102;-1.5542;15.8855;0.09778
imc;M;103;-1.5681;15.9116;0.09821
imc;M;104;-1.5817;15.9381;0.09864
imc;M;105;-1.5948;15.9651;0.09907
imc;M;106;-1.6076;15.9925;0.09951
imc;M;107;-1.6199;16.0205;0.09994
imc;M;108;-1.6318;16.049;0.10038
imc;M;109;-1.6433;16.0781;0.10082
imc;M;110;-1.6544;16.1078;0.10126
imc;M;111;-1.6651;16.1381;0.1017
imc;M;112;-1.6753;16.1692;0.10214
imc;M;113;-1.6851;16.2009;0.10259
imc;M;114;-1.6944;16.2333;0.10303
imc;M;115;-1.7032;16.2665;0.10347
imc;M;116;-1.7116;16.3004;0.10391
imc;M;117;-1.7196;16.3351;0.10435
imc;M;118;-1.7271;16.3704;0.10478
imc;M;119;-1.7341;16.4065;0.10522
imc;M;120;-1.7407;16.4433;0.10566
imc;M;121;-1.7468;16.4807;0.10609
imc;M;122;-1.7525;16.5189;0.10652
imc;M;123;-1.7578;16.5578;0.10695
imc;M;124;-1.7626;16.5974;0.10738
imc;M;125;-1.767;16.6376;0.1078
imc;M;126;-1.771;16.6786;0.10823
imc;M;127;-1.7745;16.7203;0.10865
imc;M;128;-1.7777;16.7628;0.10906
imc;M;129;-1.7804;16.8059;0.10948
imc;M;130;-1.7828;16.8497;0.10989
imc;M;131;-1.7847;16.8941;0.1103
imc;M;132;-1.7862;16.9392;0.1107
imc;M;133;-1.7873;16.985;0.1111
imc;M;134;-1.7881;17.0314;0.1115
imc;M;135;-1.7884;17.0784;0.11189
imc;M;136;-1.7884;17.1262;0.11228
imc;M;137;-1.788;17.1746;0.11266
imc;M;138;-1.7873;17.2236;0.11304
imc;M;139;-1.7861;17.2734;0.11342
imc;M;140;-1.7846;17.324;0.11379
imc;M;141;-1.7828;17.3752;0.11415
imc;M;142;-1.7806;17.4272;0.11451
imc;M;143;-1.778;17.4799;0.11487
imc;M;144;-1.7751;17.5334;0.11522
imc;M;145;-1.7719;17.5877;0.11556
imc;M;146;-1.7684;17.6427;0.1159
imc;M;147;-1.7645;17.6985;0.11623
imc;M;148;-1.7604;17.7551;0.11656
imc;M;149;-1.7559;17.8124;0.11688
imc;M;150;-1.7511;17.8704;0.1172
imc;M;151;-1.7461;17.9292;0.11751
imc;M;152;-1.7408;17.9887;0.11781
imc;M;153;-1.7352;18.0488;0.11811
imc;M;154;-1.7293;18.1096;0.11841
imc;M;155;-1.7232;18.171;0.11869
imc;M;156;-1.7168;18.233;0.11898
imc;M;157;-1.7102;18.2955;0.11925
imc;M;158;-1.7033;18.3586;0.11952
imc;M;159;-1.6962;18.4221;0.11979
imc;M;160;-1.6888;18.486;0.12005
imc;M;161;-1.6811;18.5502;0.1203
imc;M;162;-1.6732;18.6148;0.12055
imc;M;163;-1.6651;18.6795;0.12079
imc;M;164;-1.6568;18.7445;0.12102
imc;M;165;-1.6482;18.8095;0.12125
imc;M;166;-1.6394;18.8746;0.12148
imc;M;167;-1.6304;18.9398;0.1217
imc;M;168;-1.6211;19.005;0.12191
imc;M;169;-1.6116;19.0701;0.12212
imc;M;170;-1.602;19.1351;0.12233
imc;M;171;-1.5921;19.2;0.12253
imc;M;172;-1.5821;19.2648;0.12272
imc;M;173;-1.5719;19.3294;0.12291
imc;M;174;-1.5615;19.3937;0.1231
imc;M;175;-1.551;19.4578;0.12328
imc;M;176;-1.5403;19.5217;0.12346
imc;M;177;-1.5294;19.5853;0.12363
imc;M;178;-1.5185;19.6486;0.1238
imc;M;179;-1.5074;19.7117;0.12396
imc;M;180;-1.4961;19.7744;0.12412
imc;M;181;-1.4848;19.8367;0.12428
imc;M;182;-1.4733;19.8987;0.12443
imc;M;183;-1.4617;19.9603;0.12458
imc;M;184;-1.45;20.0215;0.12473
imc;M;185;-1.4382;20.0823;0.12487
imc;M;186;-1.4263;20.1427;0.12501
imc;M;187;-1.4143;20.2026;0.12514
imc;M;188;-1.4022;20.2621;0.12528
imc;M;189;-1.39;20.3211;0.12541
imc;M;190;-1.3777;20.3796;0.12554
imc;M;191;-1.3653;20.4376;0.12567
imc;M;192;-1.3529;20.4951;0.12579
imc;M;193;-1.3403;20.5521;0.12591
imc;M;194;-1.3277;20.6085;0.12603
imc;M;195;-1.3149;20.6644;0.12615
imc;M;196;-1.3021;20.7197;0.12627
imc;M;197;-1.2892;20.7745;0.12638
imc;M;198;-1.2762;20.8287;0.1265
imc;M;199;-1.2631;20.8824;0.12661
imc;M;200;-1.2499;20.9355;0.12672
imc;M;201;-1.2366;20.9881;0.12683
imc;M;202;-1.2233;21.04;0.12694
imc;M;203;-1.2098;21.0914;0.12704
imc;M;204;-1.1962;21.1423;0.12715
imc;M;205;-1.1826;21.1925;0.12726
imc;M;206;-1.1688;21.2423;0.12736
imc;M;207;-1.155;21.2914;0.12746
imc;M;208;-1.141;21.34;0.12756
imc;M;209;-1.127;21.388;0.12767
imc;M;210;-1.1129;21.4354;0.12777
imc;M;211;-1.0986;21.4822;0.12787
imc;M;212;-1.0843;21.5285;0.12797
imc;M;213;-1.0699;21.5742;0.12807
imc;M;214;-1.0553;21.6193;0.12816
imc;M;215;-1.0407;21.6638;0.12826
imc;M;216;-1.026;21.7077;0.12836
imc;M;217;-1.0112;21.751;0.12845
imc;M;218;-0.9962;21.7937;0.12855
imc;M;219;-0.9812;21.8358;0.12864
imc;M;220;-0.9661;21.8773;0.12874
imc;M;221;-0.9509;21.9182;0.12883
imc;M;222;-0.9356;21.9585;0.12893
imc;M;223;-0.9202;21.9982;0.12902
imc;M;224;-0.9048;22.0374;0.12911
imc;M;225;-0.8892;22.076;0.1292
imc;M;226;-0.8735;22.114;0.1293
imc;M;227;-0.8578;22.1514;0.12939
imc;M;228;-0.8419;22.1883;0.12948
imc;F;61;-0.8886;15.2441;0.09692
imc;F;62;-0.9068;15.2434;0.09738
imc;F;63;-0.9248;15.2433;0.09783
imc;F;64;-0.9427;15.2438;0.09829
imc;F;65;-0.9605;15.2448;0.09875
imc;F;66;-0.978;15.2464;0.0992
imc;F;67;-0.9954;15.2487;0.09966
imc;F;68;-1.0126;15.2516;0.10012
imc;F;69;-1.0296;15.2551;0.10058
imc;F;70;-1.0464;15.2592;0.10104
imc;F;71;-1.063;15.2641;0.10149
imc;F;72;-1.0794;15.2697;0.10195
imc;F;73;-1.0956;15.276;0.10241
imc;F;74;-1.1115;15.2831;0.10287
imc;F;75;-1.1272;15.2911;0.10333
imc;F;76;-1.1427;15.2998;0.10379
imc;F;77;-1.1579;15.3095;0.10425
imc;F;78;-1.1728;15.32;0.10471
imc;F;79;-1.1875;15.3314;0.10517
imc;F;80;-1.2019;15.3439;0.10562
imc;F;81;-1.216;15.3572;0.10608
imc;F;82;-1.2298;15.3717;0.10654
imc;F;83;-1.2433;15.3871;0.107
imc;F;84;-1.2565;15.4036;0.10746
imc;F;85;-1.2693;15.4211;0.10792
imc;F;86;-1.2819;15.4397;0.10837
imc;F;87;-1.2941;15.4593;0.10883
imc;F;88;-1.306;15.4798;0.10929
imc;F;89;-1.3175;15.5014;0.10974
imc;F;90;-1.3287;15.524;0.1102
imc;F;91;-1.3395;15.5476;0.11065
imc;F;92;-1.3499;15.5723;0.1111
imc;F;93;-1.36;15.5979;0.11156
imc;F;94;-1.3697;15.6246;0.11201
imc;F;95;-1.379;15.6523;0.11246
imc;F;96;-1.388;15.681;0.11291
imc;F;97;-1.3966;15.7107;0.11335
imc;F;98;-1.4047;15.7415;0.1138
imc;F;99;-1.4125;15.7732;0.11424
imc;F;100;-1.4199;15.8058;0.11469
imc;F;101;-1.427;15.8394;0.11513
imc;F;102;-1.4336;15.8738;0.11557
imc;F;103;-1.4398;15.909;0.11601
imc;F;104;-1.4456;15.9451;0.11644
imc;F;105;-1.4511;15.9818;0.11688
imc;F;106;-1.4561;16.0194;0.11731
imc;F;107;-1.4607;16.0575;0.11774
imc;F;108;-1.465;16.0964;0.11816
imc;F;109;-1.4688;16.1358;0.11859
imc;F;110;-1.4723;16.1759;0.11901
imc;F;111;-1.4753;16.2166;0.11943
imc;F;112;-1.478;16.258;0.11985
imc;F;113;-1.4803;16.2999;0.12026
imc;F;114;-1.4823;16.3425;0.12067
imc;F;115;-1.4838;16.3858;0.12108
imc;F;116;-1.485;16.4298;0.12148
imc;F;117;-1.4859;16.4746;0.12188
imc;F;118;-1.4864;16.52;0.12228
imc;F;119;-1.4866;16.5663;0.12268
imc;F;120;-1.4864;16.6133;0.12307
imc;F;121;-1.4859;16.6612;0.12346
imc;F;122;-1.4851;16.71;0.12384
imc;F;123;-1.4839;16.7595;0.12422
imc;F;124;-1.4825;16.81;0.1246
imc;F;125;-1.4807;16.8614;0.12497
imc;F;126;-1.4787;16.9136;0.12534
imc;F;127;-1.4763;16.9667;0.12571
imc;F;128;-1.4737;17.0208;0.12607
imc;F;129;-1.4708;17.0757;0.12643
imc;F;130;-1.4677;17.1316;0.12678
imc;F;131;-1.4642;17.1883;0.12713
imc;F;132;-1.4606;17.2459;0.12748
imc;F;133;-1.4567;17.3044;0.12782
imc;F;134;-1.4526;17.3637;0.12816
imc;F;135;-1.4482;17.4238;0.12849
imc;F;136;-1.4436;17.4847;0.12882
imc;F;137;-1.4389;17.5464;0.12914
imc;F;138;-1.4339;17.6088;0.12946
imc;F;139;-1.4288;17.6719;0.12978
imc;F;140;-1.4235;17.7357;0.13009
imc;F;141;-1.418;17.8001;0.1304
imc;F;142;-1.4123;17.8651;0.1307
imc;F;143;-1.4065;17.9306;0.13099
imc;F;144;-1.4006;17.9966;0.13129
imc;F;145;-1.3945;18.063;0.13158
imc;F;146;-1.3883;18.1297;0.13186
imc;F;147;-1.3819;18.1967;0.13214
imc;F;148;-1.3755;18.2639;0.13241
imc;F;149;-1.3689;18.3312;0.13268
imc;F;150;-1.3621;18.3986;0.13295
imc;F;151;-1.3553;18.466;0.13321
imc;F;152;-1.3483;18.5333;0.13347
imc;F;153;-1.3413;18.6006;0.13372
imc;F;154;-1.3341;18.6677;0.13397
imc;F;155;-1.3269;18.7346;0.13421
imc;F;156;-1.3195;18.8012;0.13445
imc;F;157;-1.3121;18.8675;0.13469
imc;F;158;-1.3046;18.9335;0.13492
imc;F;159;-1.297;18.9991;0.13514
imc;F;160;-1.2894;19.0642;0.13537
imc;F;161;-1.2816;19.1289;0.13559
imc;F;162;-1.2739;19.1931;0.1358
imc;F;163;-1.2661;19.2567;0.13601
imc;F;164;-1.2583;19.3197;0.13622
imc;F;165;-1.2504;19.382;0.13642
imc;F;166;-1.2425;19.4437;0.13662
imc;F;167;-1.2345;19.5045;0.13681
imc;F;168;-1.2266;19.5647;0.137
imc;F;169;-1.2186;19.624;0.13719
imc;F;170;-1.2107;19.6824;0.13738
imc;F;171;-1.2027;19.74;0.13756
imc;F;172;-1.1947;19.7966;0.13774
imc;F;173;-1.1867;19.8523;0.13791
imc;F;174;-1.1788;19.907;0.13808
imc;F;175;-1.1708;19.9607;0.13825
imc;F;176;-1.1629;20.0133;0.13841
imc;F;177;-1.1549;20.0648;0.13858
imc;F;178;-1.147;20.1152;0.13873
imc;F;179;-1.139;20.1644;0.13889
imc;F;180;-1.1311;20.2125;0.13904
imc;F;181;-1.1232;20.2595;0.1392
imc;F;182;-1.1153;20.3053;0.13934
imc;F;183;-1.1074;20.3499;0.13949
imc;F;184;-1.0996;20.3934;0.13963
imc;F;185;-1.0917;20.4357;0.13977
imc;F;186;-1.0838;20.4769;0.13991
imc;F;187;-1.076;20.517;0.14005
imc;F;188;-1.0681;20.556;0.14018
imc;F;189;-1.0603;20.5938;0.14031
imc;F;190;-1.0525;20.6306;0.14044
imc;F;191;-1.0447;20.6663;0.14057
imc;F;192;-1.0368;20.7008;0.1407
imc;F;193;-1.029;20.7344;0.14082
imc;F;194;-1.0212;20.7668;0.14094
imc;F;195;-1.0134;20.7982;0.14106
imc;F;196;-1.0055;20.8286;0.14118
imc;F;197;-0.9977;20.858;0.1413
imc;F;198;-0.9898;20.8863;0.14142
imc;F;199;-0.9819;20.9137;0.14153
imc;F;200;-0.974;20.9401;0.14164
imc;F;201;-0.9661;20.9656;0.14176
imc;F;202;-0.9582;20.9901;0.14187
imc;F;203;-0.9503;21.0138;0.14198
imc;F;204;-0.9423;21.0367;0.14208
imc;F;205;-0.9344;21.0587;0.14219
imc;F;206;-0.9264;21.0801;0.1423
imc;F;207;-0.9184;21.1007;0.1424
imc;F;208;-0.9104;21.1206;0.1425
imc;F;209;-0.9024;21.1399;0.14261
imc;F;210;-0.8944;21.1586;0.14271
imc;F;211;-0.8863;21.1768;0.14281
imc;F;212;-0.8783;21.1944;0.14291
imc;F;213;-0.8703;21.2116;0.14301
imc;F;214;-0.8623;21.2282;0.14311
imc;F;215;-0.8542;21.2444;0.1432
imc;F;216;-0.8462;21.2603;0.1433
imc;F;217;-0.8382;21.2757;0.1434
imc;F;218;-0.8301;21.2908;0.14349
imc;F;219;-0.8221;21.3055;0.14359
imc;F;220;-0.814;21.32;0.14368
imc;F;221;-0.806;21.3341;0.14377
imc;F;222;-0.798;21.348;0.14386
imc;F;223;-0.7899;21.3617;0.14396
imc;F;224;-0.7819;21.3752;0.14405
imc;F;225;-0.7738;21.3884;0.14414
imc;F;226;-0.7658;21.4014;0.14423
imc;F;227;-0.7577;21.4143;0.14432
imc;F;228;-0.7496;21.4269;0.14441
peso;M;61;-0.2026;18.5057;0.12988
peso;M;62;-0.213;18.6802;0.13028
peso;M;63;-0.2234;18.8563;0.13067
peso;M;64;-0.2338;19.034;0.13105
peso;M;65;-0.2443;19.2132;0.13142
peso;M;66;-0.2548;19.394;0.13178
peso;M;67;-0.2653;19.5765;0.13213
peso;M;68;-0.2758;19.7607;0.13246
peso;M;69;-0.2864;19.9468;0.13279
peso;M;70;-0.2969;20.1344;0.13311
peso;M;71;-0.3075;20.3235;0.13342
peso;M;72;-0.318;20.5137;0.13372
peso;M;73;-0.3285;20.7052;0.13402
peso;M;74;-0.339;20.8979;0.13432
peso;M;75;-0.3494;21.0918;0.13462
peso;M;76;-0.3598;21.287;0.13493
peso;M;77;-0.3701;21.4833;0.13523
peso;M;78;-0.3804;21.681;0.13554
peso;M;79;-0.3906;21.8799;0.13586
peso;M;80;-0.4007;22.08;0.13618
peso;M;81;-0.4107;22.2813;0.13652
peso;M;82;-0.4207;22.4837;0.13686
peso;M;83;-0.4305;22.6872;0.13722
peso;M;84;-0.4402;22.8915;0.13759
peso;M;85;-0.4499;23.0968;0.13797
peso;M;86;-0.4594;23.3029;0.13838
peso;M;87;-0.4688;23.5101;0.1388
peso;M;88;-0.4781;23.7182;0.13923
peso;M;89;-0.4873;23.9272;0.13969
peso;M;90;-0.4964;24.1371;0.14016
peso;M;91;-0.5053;24.3479;0.14065
peso;M;92;-0.5142;24.5595;0.14117
peso;M;93;-0.5229;24.7722;0.1417
peso;M;94;-0.5315;24.9858;0.14226
peso;M;95;-0.5399;25.2005;0.14284
peso;M;96;-0.5482;25.4163;0.14344
peso;M;97;-0.5564;25.6332;0.14407
peso;M;98;-0.5644;25.8513;0.14472
peso;M;99;-0.5722;26.0706;0.14539
peso;M;100;-0.5799;26.2911;0.14608
peso;M;101;-0.5873;26.5128;0.14679
peso;M;102;-0.5946;26.7358;0.14752
peso;M;103;-0.6017;26.9602;0.14828
peso;M;104;-0.6085;27.1861;0.14905
peso;M;105;-0.6152;27.4137;0.14984
peso;M;106;-0.6216;27.6432;0.15066
peso;M;107;-0.6278;27.875;0.15149
peso;M;108;-0.6337;28.1092;0.15233
peso;M;109;-0.6393;28.3459;0.15319
peso;M;110;-0.6446;28.5854;0.15406
peso;M;111;-0.6496;28.8277;0.15493
peso;M;112;-0.6543;29.0731;0.15581
peso;M;113;-0.6585;29.3217;0.1567
peso;M;114;-0.6624;29.5736;0.1576
peso;M;115;-0.6659;29.8289;0.1585
peso;M;116;-0.6689;30.0877;0.1594
peso;M;117;-0.6714;30.3501;0.16031
peso;M;118;-0.6735;30.616;0.16122
peso;M;119;-0.6752;30.8854;0.16213
peso;M;120;-0.6764;31.1586;0.16305
peso;F;61;-0.4681;18.2579;0.14295
peso;F;62;-0.4711;18.4329;0.1435
peso;F;63;-0.4742;18.6073;0.14404
peso;F;64;-0.4773;18.7811;0.14459
peso;F;65;-0.4803;18.9545;0.14514
peso;F;66;-0.4834;19.1276;0.14569
peso;F;67;-0.4864;19.3004;0.14624
peso;F;68;-0.4894;19.473;0.14679
peso;F;69;-0.4924;19.6455;0.14735
peso;F;70;-0.4954;19.818;0.1479
peso;F;71;-0.4984;19.9908;0.14845
peso;F;72;-0.5013;20.1639;0.149
peso;F;73;-0.5043;20.3377;0.14955
peso;F;74;-0.5072;20.5124;0.1501
peso;F;75;-0.51;20.6885;0.15065
peso;F;76;-0.5129;20.8661;0.1512
peso;F;77;-0.5157;21.0457;0.15175
peso;F;78;-0.5185;21.2274;0.1523
peso;F;79;-0.5213;21.4113;0.15284
peso;F;80;-0.524;21.5979;0.15339
peso;F;81;-0.5268;21.7872;0.15393
peso;F;82;-0.5294;21.9795;0.15448
peso;F;83;-0.5321;22.1751;0.15502
peso;F;84;-0.5347;22.374;0.15556
peso;F;85;-0.5372;22.5762;0.1561
peso;F;86;-0.5398;22.7816;0.15663
peso;F;87;-0.5423;22.9904;0.15717
peso;F;88;-0.5447;23.2025;0.1577
peso;F;89;-0.5471;23.418;0.15823
peso;F;90;-0.5495;23.6369;0.15876
peso;F;91;-0.5518;23.8593;0.15928
peso;F;92;-0.5541;24.0853;0.1598
peso;F;93;-0.5563;24.3149;0.16032
peso;F;94;-0.5585;24.5482;0.16084
peso;F;95;-0.5606;24.7853;0.16135
peso;F;96;-0.5627;25.0262;0.16186
peso;F;97;-0.5647;25.271;0.16237
peso;F;98;-0.5667;25.5197;0.16287
peso;F;99;-0.5686;25.7721;0.16337
peso;F;100;-0.5704;26.0284;0.16386
peso;F;101;-0.5722;26.2883;0.16435
peso;F;102;-0.574;26.5519;0.16483
peso;F;103;-0.5757;26.819;0.16532
peso;F;104;-0.5773;27.0896;0.16579
peso;F;105;-0.5789;27.3635;0.16626
peso;F;106;-0.5804;27.6406;0.16673
peso;F;107;-0.5819;27.9208;0.16719
peso;F;108;-0.5833;28.204;0.16764
peso;F;109;-0.5847;28.4901;0.16809
peso;F;110;-0.5859;28.7791;0.16854
peso;F;111;-0.5872;29.0711;0.16897
peso;F;112;-0.5883;29.3663;0.16941
peso;F;113;-0.5895;29.6646;0.16983
peso;F;114;-0.5905;29.9663;0.17025
peso;F;115;-0.5915;30.2715;0.17066
peso;F;116;-0.5925;30.5805;0.17107
peso;F;117;-0.5934;30.8934;0.17146
peso;F;118;-0.5942;31.2105;0.17186
peso;F;119;-0.595;31.5319;0.17224
peso;F;120;-0.5958;31.8578;0.17262
